step,train_loss,val_loss,learning_rate,grad_norm,perplexity,timestamp
12000,2.162083625793457,2.2958250363667805,0.00011106424885550342,0.860058069229126,8.68922390048399,0.5453405380249023
12001,1.984224796295166,,0.00011104243453230956,0.8579898476600647,7.273406827525719,5.050594806671143
12002,2.178651809692383,,0.00011102062130465309,0.8893494606018066,8.834387790351698,5.243357419967651
12003,2.068117141723633,,0.00011099880917307767,0.886172890663147,7.909915837605343,5.462792634963989
12004,2.2687315940856934,,0.00011097699813812702,0.9261723160743713,9.667131187911524,5.660065412521362
12005,1.9744322299957275,,0.00011095518820034459,0.8413664698600769,7.202529112701988,5.868988513946533
12006,2.3300435543060303,,0.000110933379360274,0.9066392183303833,10.278389191402994,6.073771715164185
12007,2.0107614994049072,,0.00011091157161845887,0.8809736967086792,7.469002823506436,6.273888349533081
12008,2.592435121536255,,0.00011088976497544254,0.9854112863540649,13.36227077075198,6.4719531536102295
12009,2.3977909088134766,,0.0001108679594317686,0.9704441428184509,10.99885205606921,6.666287422180176
12010,2.100543975830078,,0.00011084615498798045,0.8977203965187073,8.17061332006797,6.872605323791504
12011,1.7427313327789307,,0.00011082435164462158,0.8114686608314514,5.712926034476941,7.083444595336914
12012,2.3083786964416504,,0.00011080254940223532,0.8975340127944946,10.05810418826253,7.275165796279907
12013,2.403026580810547,,0.00011078074826136505,0.9765324592590332,11.056589452922378,7.499048471450806
12014,2.367683172225952,,0.00011075894822255416,0.9491407871246338,10.672636956545812,7.6929709911346436
12015,1.9905482530593872,,0.00011073714928634589,0.8943007588386536,7.31954562573351,7.883680582046509
12016,2.382812023162842,,0.00011071535145328356,0.9586475491523743,10.835329260873712,8.076033353805542
12017,2.3762996196746826,,0.00011069355472391052,0.9410398006439209,10.764994497561611,8.267481088638306
12018,2.2534258365631104,,0.00011067175909876982,0.9308612942695618,9.520295008044439,8.463733911514282
12019,2.0719423294067383,,0.00011064996457840478,0.8975984454154968,7.940230693283972,8.657059669494629
12020,2.3121683597564697,,0.00011062817116335859,0.9573443531990051,10.096293333017277,8.881290197372437
12021,2.3367035388946533,,0.0001106063788541743,0.966333270072937,10.3470715629122,9.09148645401001
12022,2.3314239978790283,,0.00011058458765139513,0.9541507363319397,10.29258772558591,9.297839879989624
12023,2.4725427627563477,,0.00011056279755556413,0.9831008911132812,11.852546781461932,9.566893577575684
12024,2.12634539604187,,0.0001105410085672244,0.8988547921180725,8.384169932517462,9.828239440917969
12025,2.1870384216308594,,0.00011051922068691892,0.8759077787399292,8.908789927297748,10.109211444854736
12026,1.8367384672164917,,0.00011049743391519075,0.8408371806144714,6.276035348701196,10.362857580184937
12027,2.2119483947753906,,0.00011047564825258291,0.8985041975975037,9.133494721211074,10.57009482383728
12028,2.13753080368042,,0.00011045386369963823,0.9071396589279175,8.478476737701818,10.772318601608276
12029,1.9896742105484009,,0.00011043208025689972,0.83542799949646,7.313150826765698,10.97188401222229
12030,2.6530203819274902,,0.0001104102979249103,0.974193811416626,14.196853874524237,11.167932033538818
12031,2.4283463954925537,,0.0001103885167042128,0.9472024440765381,11.340114502746104,11.368693828582764
12032,2.092414617538452,,0.00011036673659535006,0.8917837738990784,8.104460730294406,11.566035985946655
12033,2.6172678470611572,,0.00011034495759886498,0.9866845607757568,13.698246707111634,11.761389255523682
12034,2.743422508239746,,0.00011032317971530023,0.9760631322860718,15.54008023789295,11.956911087036133
12035,2.289201498031616,,0.00011030140294519861,0.9553946852684021,9.867055671316093,12.153489828109741
12036,2.319347858428955,,0.00011027962728910295,0.9198334813117981,10.169040489173925,12.349320650100708
12037,2.4588205814361572,,0.00011025785274755581,0.9309644103050232,11.691014805625933,12.547766208648682
12038,2.2914938926696777,,0.00011023607932109993,0.8655627369880676,9.889700802702539,12.743626832962036
12039,2.0134496688842773,,0.000110214307010278,0.8964602947235107,7.489107779595627,12.945636510848999
12040,2.1624183654785156,,0.00011019253581563262,0.9131626486778259,8.692133015426787,13.14133358001709
12041,2.637666702270508,,0.00011017076573770633,0.9708002805709839,13.98054474781162,13.345122814178467
12042,2.1434807777404785,,0.00011014899677704177,0.9021015763282776,8.529073830785057,13.543078899383545
12043,2.4189071655273438,,0.0001101272289341815,0.9259777665138245,11.233576165095128,13.739657878875732
12044,2.0898399353027344,,0.00011010546220966794,0.917455792427063,8.083621158371963,13.934934616088867
12045,2.2380402088165283,,0.0001100836966040436,0.9479479193687439,9.374940346690293,14.136710405349731
12046,2.2114062309265137,,0.00011006193211785098,0.9221874475479126,9.128544212673969,14.331445455551147
12047,2.375595808029175,,0.00011004016875163246,0.9605657458305359,10.757420634669495,14.528899669647217
12048,2.2146754264831543,,0.00011001840650593046,0.9275727272033691,9.158436043349898,14.727740287780762
12049,2.3830902576446533,,0.00010999664538128736,0.9447267055511475,10.838344442540171,14.922152042388916
12050,2.043348550796509,,0.0001099748853782455,0.9082212448120117,7.716404759206231,15.120706558227539
12051,2.166233539581299,,0.00010995312649734719,0.9646075367927551,8.72535835613381,15.322072505950928
12052,2.25697922706604,,0.00010993136873913477,0.9703893661499023,9.554184509568499,15.519923686981201
12053,2.093851327896118,,0.00010990961210415039,0.9223278164863586,8.116112861333294,15.7159583568573
12054,2.079651355743408,,0.00010988785659293635,0.8918114900588989,8.00167868860866,15.913525581359863
12055,2.174222230911255,,0.00010986610220603484,0.8841054439544678,8.795341716325908,16.10816502571106
12056,2.2124335765838623,,0.00010984434894398807,0.911541759967804,9.137927201890122,16.303317308425903
12057,2.0456995964050293,,0.00010982259680733815,0.8736302852630615,7.734567721338924,16.499629735946655
12058,2.039983034133911,,0.0001098008457966272,0.8680551052093506,7.690478722140017,16.694024801254272
12059,2.468050241470337,,0.0001097790959123974,0.9525664448738098,11.79941839231871,16.89029598236084
12060,2.422769546508789,,0.00010975734715519066,0.9640364646911621,11.277048415181595,17.087883710861206
12061,2.010331630706787,,0.00010973559952554908,0.9187598824501038,7.465792822975246,17.28710627555847
12062,2.440429925918579,,0.00010971385302401476,0.9558396935462952,11.477974360844218,17.482578992843628
12063,2.212214469909668,,0.00010969210765112955,0.9044122099876404,9.135925240381459,17.67790675163269
12064,2.4568660259246826,,0.00010967036340743545,0.9490767121315002,11.668186385177961,17.874427556991577
12065,1.834760308265686,,0.00010964862029347441,0.8379933834075928,6.263632624524949,18.07181477546692
12066,2.077587842941284,,0.00010962687830978829,0.910711407661438,7.9851841463986695,18.26968216896057
12067,2.0186893939971924,,0.00010960513745691894,0.8906028270721436,7.528451631170777,18.46714210510254
12068,2.6227316856384277,,0.00010958339773540831,0.976037859916687,13.77329655934133,18.662675142288208
12069,2.3081936836242676,,0.00010956165914579807,0.892705500125885,10.05624348220167,18.860056400299072
12070,1.852498173713684,,0.00010953992168863005,0.8646008968353271,6.375727318502543,19.05678081512451
12071,2.567932367324829,,0.00010951818536444602,0.9870283007621765,13.0388370250384,19.254478216171265
12072,2.134194850921631,,0.00010949645017378776,0.8818013072013855,8.450240064129074,19.451268434524536
12073,2.0718445777893066,,0.00010947471611719683,0.8958742022514343,7.939454560825642,19.645569562911987
12074,2.192897319793701,,0.000109452983195215,0.8908220529556274,8.961138823916116,19.84350848197937
12075,2.2852907180786133,,0.00010943125140838393,0.9386733174324036,9.828543143896477,20.04081392288208
12076,2.3270742893218994,,0.00010940952075724516,0.9552904367446899,10.247915195357965,20.237091779708862
12077,2.3994901180267334,,0.00010938779124234029,0.9375249743461609,11.01755729437411,20.436797618865967
12078,2.1782596111297607,,0.00010936606286421094,0.8993771076202393,8.830923635521353,20.63761568069458
12079,2.108706474304199,,0.00010934433562339857,0.9037694931030273,8.237578870120107,20.835570335388184
12080,2.3513343334198,,0.00010932260952044468,0.9615705609321594,10.499570309483714,21.032106637954712
12081,2.210219621658325,,0.00010930088455589082,0.93392014503479,9.117718621649704,21.228752851486206
12082,2.22283673286438,,0.00010927916073027833,0.9300386905670166,9.233486684938704,21.42505717277527
12083,2.1047768592834473,,0.00010925743804414863,0.8839037418365479,8.20527187505736,21.621434450149536
12084,1.88932204246521,,0.00010923571649804326,0.8845833539962769,6.614882551044857,21.81756901741028
12085,2.4144175052642822,,0.00010921399609250339,0.9372022151947021,11.183254273202198,22.013583421707153
12086,2.2180144786834717,,0.00010919227682807038,0.9127159118652344,9.189067651180677,22.21147131919861
12087,2.0334784984588623,,0.00010917055870528561,0.8572706580162048,7.640618064941441,22.408053636550903
12088,2.36562442779541,,0.00010914884172469037,0.9385567307472229,10.650687326744041,22.608020544052124
12089,2.0770206451416016,,0.0001091271258868258,0.9152921438217163,7.980656251748104,22.80708885192871
12090,2.0445010662078857,,0.00010910541119223317,0.8751213550567627,7.7253031613994985,23.006057262420654
12091,2.0707390308380127,,0.0001090836976414537,0.911717414855957,7.930681971189362,23.20523738861084
12092,2.1449716091156006,,0.00010906198523502845,0.9186587929725647,8.54179872463138,23.40340805053711
12093,2.359600782394409,,0.00010904027397349865,0.9432891011238098,10.58672420200655,23.600847959518433
12094,2.0229275226593018,,0.00010901856385740539,0.920244038105011,7.560425885452499,23.799250602722168
12095,2.3906261920928955,,0.00010899685488728967,0.9503754377365112,10.920330026782384,24.00615644454956
12096,1.948440432548523,,0.0001089751470636926,0.856922447681427,7.01773441153505,24.20234775543213
12097,1.750460147857666,,0.00010895344038715515,0.8364325761795044,5.757251253420692,24.399255752563477
12098,1.8924012184143066,,0.00010893173485821833,0.8760641813278198,6.6352823294375565,24.595161199569702
12099,2.049298048019409,,0.00010891003047742312,0.8886728286743164,7.762450326056979,24.790786743164062
12100,2.063258409500122,,0.00010888832724531044,0.8806331157684326,7.871576889404588,24.98743724822998
12101,2.355687141418457,,0.00010886662516242116,0.9492325186729431,10.545372534938322,25.18384337425232
12102,2.291597604751587,,0.00010884492422929618,0.9318193197250366,9.890726537351865,25.37924838066101
12103,2.2061116695404053,,0.00010882322444647635,0.9368362426757812,9.080340296875606,25.580082416534424
12104,2.3338992595672607,,0.00010880152581450251,0.9223523736000061,10.318096130620685,25.778541326522827
12105,2.3980870246887207,,0.00010877982833391536,0.9511815905570984,11.002109473035109,25.978688716888428
12106,2.162799596786499,,0.00010875813200525572,0.9015752077102661,8.695447360391316,26.176692247390747
12107,1.9700002670288086,,0.0001087364368290643,0.9151858687400818,7.170678403124068,26.37181329727173
12108,2.0630321502685547,,0.00010871474280588182,0.9258919358253479,7.869796073936935,26.571659088134766
12109,2.199777603149414,,0.00010869304993624891,0.9036096334457397,9.023006588029011,26.768446683883667
12110,2.502253532409668,,0.00010867135822070633,0.9593467712402344,12.209978562763757,26.965739488601685
12111,2.311365842819214,,0.0001086496676597945,0.9358094334602356,10.088194136919729,27.165603160858154
12112,2.1306004524230957,,0.00010862797825405415,0.8800691366195679,8.419921055871889,27.36229705810547
12113,2.491522789001465,,0.00010860629000402585,0.9633583426475525,12.079656890529915,27.56117582321167
12114,2.1180355548858643,,0.00010858460291025002,0.9377458095550537,8.314787489949344,27.757341623306274
12115,2.3870644569396973,,0.00010856291697326722,0.9143505096435547,10.881503888697459,27.95224142074585
12116,2.411414623260498,,0.00010854123219361795,0.9271329641342163,11.14972265115072,28.149989128112793
12117,2.3750107288360596,,0.00010851954857184258,0.9739375114440918,10.751128532553068,28.34946084022522
12118,2.1337249279022217,,0.00010849786610848158,0.8835062980651855,8.446270034680577,28.55013394355774
12119,2.217071771621704,,0.00010847618480407528,0.925294041633606,9.180409134078689,28.74773669242859
12120,2.080193281173706,,0.00010845450465916416,0.8909861445426941,8.006016176966558,28.942296504974365
12121,2.0687522888183594,,0.00010843282567428839,0.8993227481842041,7.91494139348379,29.14195680618286
12122,2.115306854248047,,0.00010841114784998832,0.9476097226142883,8.292129851037778,29.338371753692627
12123,2.122974395751953,,0.00010838947118680428,0.8830201029777527,8.35595447711759,29.535912036895752
12124,2.441918134689331,,0.0001083677956852764,0.9588809013366699,11.495068699776061,29.730849027633667
12125,2.2715871334075928,,0.00010834612134594498,0.9370347261428833,9.69477551209137,29.925447702407837
12126,2.175179958343506,,0.00010832444816935018,0.889208197593689,8.803769291379384,30.12925124168396
12127,2.3183202743530273,,0.00010830277615603211,0.9559141993522644,10.158596312153808,30.325863122940063
12128,2.244187116622925,,0.00010828110530653094,0.9216564297676086,9.432744717752856,30.52296280860901
12129,2.361415147781372,,0.0001082594356213868,0.9360408186912537,10.605949823837287,30.718480348587036
12130,2.534910202026367,,0.00010823776710113965,0.9779272079467773,12.615297968978151,30.917597770690918
12131,2.2439987659454346,,0.00010821609974632959,0.9209570288658142,9.430968221202091,31.117709636688232
12132,1.7329487800598145,,0.00010819443355749663,0.8358928561210632,5.657311503920289,31.316651344299316
12133,2.3950259685516357,,0.00010817276853518072,0.9699514508247375,10.968482890996388,31.51291799545288
12134,1.9765796661376953,,0.00010815110467992182,0.9095076322555542,7.218012703092795,31.710731983184814
12135,2.288033962249756,,0.00010812944199225986,0.9545960426330566,9.855542253229883,31.90900683403015
12136,2.270179510116577,,0.00010810778047273475,0.9351832270622253,9.68113852040464,32.105313301086426
12137,2.3384392261505127,,0.0001080861201218863,0.946214497089386,10.365046438027637,32.3003351688385
12138,2.6513490676879883,,0.00010806446094025438,0.979291558265686,14.173146287420089,32.49665856361389
12139,1.7874221801757812,,0.00010804280292837885,0.8367570042610168,5.974032620410311,32.691765785217285
12140,2.2627112865448,,0.00010802114608679933,0.9027301669120789,9.609106922336943,32.88973259925842
12141,2.1616368293762207,,0.00010799949041605567,0.8750191330909729,8.685342453549552,33.09588027000427
